,date,open,time,high,low,close,volume
0,20211230.153,10700,153000,10700,10700,10700,1234
1,20211230.1518,10750,151800,10750,10700,10700,121
2,20211230.1516,10750,151600,10750,10750,10750,44
3,20211230.1515,10750,151500,10750,10750,10750,26
4,20211230.1514,10750,151400,10750,10700,10750,34
5,20211230.1513,10750,151300,10750,10750,10750,9
6,20211230.1512,10750,151200,10750,10750,10750,41
7,20211230.1511,10750,151100,10750,10750,10750,18
8,20211230.151,10750,151000,10750,10750,10750,23
9,20211230.1509,10750,150900,10750,10750,10750,33
10,20211230.1508,10750,150800,10750,10750,10750,41
11,20211230.1507,10750,150700,10750,10700,10700,78
12,20211230.1506,10750,150600,10750,10750,10750,20
13,20211230.1505,10750,150500,10750,10750,10750,42
14,20211230.1504,10750,150400,10750,10750,10750,19
15,20211230.1503,10750,150300,10750,10750,10750,33
16,20211230.1502,10750,150200,10750,10750,10750,10
17,20211230.1501,10750,150100,10750,10750,10750,38
18,20211230.15,10750,150000,10750,10750,10750,21
19,20211230.1459,10750,145900,10750,10750,10750,30
20,20211230.1458,10750,145800,10750,10750,10750,39
21,20211230.1457,10750,145700,10750,10750,10750,19
22,20211230.1456,10750,145600,10750,10750,10750,18
23,20211230.1455,10750,145500,10750,10750,10750,21
24,20211230.1454,10750,145400,10750,10750,10750,39
25,20211230.1453,10750,145300,10750,10750,10750,23
26,20211230.1452,10750,145200,10750,10750,10750,32
27,20211230.1451,10750,145100,10750,10750,10750,20
28,20211230.145,10750,145000,10750,10750,10750,27
29,20211230.1449,10750,144900,10750,10750,10750,23
30,20211230.1448,10750,144800,10750,10750,10750,29
31,20211230.1447,10750,144700,10750,10750,10750,39
32,20211230.1446,10750,144600,10750,10750,10750,120
33,20211230.1445,10750,144500,10750,10750,10750,32
34,20211230.1444,10750,144400,10750,10750,10750,265
35,20211230.1443,10750,144300,10750,10750,10750,56
36,20211230.1442,10750,144200,10750,10750,10750,21
37,20211230.1441,10700,144100,10750,10700,10750,30
38,20211230.144,10750,144000,10750,10650,10650,423
39,20211230.1439,10700,143900,10750,10700,10750,31
40,20211230.1438,10750,143800,10750,10700,10750,95
41,20211230.1437,10700,143700,10750,10700,10750,7
42,20211230.1436,10750,143600,10750,10700,10700,38
43,20211230.1435,10750,143500,10750,10700,10700,21
44,20211230.1434,10750,143400,10750,10700,10750,40
45,20211230.1433,10700,143300,10750,10700,10750,13
46,20211230.1432,10750,143200,10750,10700,10700,33
47,20211230.1431,10750,143100,10750,10700,10700,20
48,20211230.143,10750,143000,10750,10700,10700,33
49,20211230.1429,10750,142900,10750,10700,10750,21
50,20211230.1428,10700,142800,10750,10700,10750,41
51,20211230.1427,10750,142700,10750,10700,10700,32
52,20211230.1426,10700,142600,10700,10700,10700,6
53,20211230.1425,10750,142500,10750,10700,10700,38
54,20211230.1424,10750,142400,10750,10700,10700,20
55,20211230.1423,10700,142300,10750,10700,10750,81
56,20211230.1422,10700,142200,10750,10700,10750,20
57,20211230.1421,10700,142100,10750,10700,10750,42
58,20211230.142,10750,142000,10750,10700,10700,62
59,20211230.1419,10700,141900,10750,10700,10700,31
60,20211230.1418,10750,141800,10750,10700,10750,36
61,20211230.1417,10750,141700,10750,10750,10750,9
62,20211230.1416,10750,141600,10750,10700,10750,31
63,20211230.1415,10700,141500,10750,10700,10750,29
64,20211230.1413,10750,141300,10750,10750,10750,10
65,20211230.1412,10750,141200,10750,10750,10750,1
66,20211230.1407,10750,140700,10750,10750,10750,3
67,20211230.1406,10750,140600,10750,10750,10750,10
68,20211230.1357,10700,135700,10700,10700,10700,394
69,20211230.1355,10750,135500,10750,10750,10750,1
70,20211230.1354,10700,135400,10700,10700,10700,1607
71,20211230.135,10700,135000,10700,10700,10700,10
72,20211230.1349,10600,134900,10600,10600,10600,11
73,20211230.1347,10700,134700,10700,10700,10700,1
74,20211230.1345,10650,134500,10650,10650,10650,50
75,20211230.1339,10700,133900,10700,10650,10650,403
76,20211230.1326,10700,132600,10700,10700,10700,1
77,20211230.1322,10650,132200,10650,10650,10650,7
78,20211230.1321,10650,132100,10650,10650,10650,2
79,20211230.1311,10650,131100,10650,10650,10650,500
80,20211230.1309,10700,130900,10700,10700,10700,1
81,20211230.1305,10700,130500,10700,10700,10700,20
82,20211230.1302,10700,130200,10700,10700,10700,95
83,20211230.13,10700,130000,10700,10700,10700,6
84,20211230.1258,10650,125800,10650,10650,10650,9
85,20211230.1257,10650,125700,10650,10650,10650,7
86,20211230.1256,10650,125600,10650,10650,10650,93
87,20211230.1255,10600,125500,10600,10600,10600,100
88,20211230.1254,10650,125400,10700,10650,10700,1001
89,20211230.1251,10650,125100,10650,10650,10650,1
90,20211230.1247,10650,124700,10650,10650,10650,6
91,20211230.1246,10650,124600,10650,10650,10650,10
92,20211230.1238,10650,123800,10650,10650,10650,5
93,20211230.1237,10600,123700,10600,10600,10600,162
94,20211230.1234,10650,123400,10650,10650,10650,1
95,20211230.123,10600,123000,10600,10600,10600,1
96,20211230.1229,10600,122900,10600,10600,10600,270
97,20211230.1222,10650,122200,10650,10600,10600,101
98,20211230.1218,10650,121800,10650,10650,10650,9
99,20211230.1217,10600,121700,10600,10600,10600,5
100,20211230.1216,10650,121600,10650,10650,10650,10
101,20211230.1215,10600,121500,10600,10600,10600,28
102,20211230.1214,10650,121400,10650,10650,10650,2
103,20211230.1208,10600,120800,10600,10600,10600,60
