,date,open,time,high,low,close,volume
0,20211230.153,13200,153000,13200,13200,13200,680
1,20211230.1519,13200,151900,13250,13100,13200,1365
2,20211230.1518,13250,151800,13250,13150,13150,499
3,20211230.1517,13250,151700,13250,13250,13250,4
4,20211230.1516,13200,151600,13250,13200,13250,2337
5,20211230.1515,13200,151500,13200,13150,13200,8
6,20211230.1514,13200,151400,13200,13200,13200,12
7,20211230.1513,13200,151300,13200,13200,13200,40
8,20211230.1512,13200,151200,13200,13150,13200,15
9,20211230.1511,13200,151100,13200,13200,13200,25
10,20211230.151,13250,151000,13250,13250,13250,21
11,20211230.1509,13250,150900,13250,13250,13250,3
12,20211230.1507,13250,150700,13250,13250,13250,1
13,20211230.1506,13200,150600,13250,13200,13250,21
14,20211230.1505,13250,150500,13250,13250,13250,1
15,20211230.1504,13250,150400,13250,13250,13250,2
16,20211230.1503,13250,150300,13250,13250,13250,8
17,20211230.1502,13150,150200,13250,13150,13250,16
18,20211230.1501,13250,150100,13250,13250,13250,9
19,20211230.15,13250,150000,13250,13250,13250,4
20,20211230.1459,13250,145900,13250,13200,13250,12
21,20211230.1457,13200,145700,13250,13200,13250,102
22,20211230.1454,13250,145400,13250,13250,13250,4
23,20211230.1453,13200,145300,13250,13200,13250,2
24,20211230.1452,13200,145200,13200,13200,13200,50
25,20211230.145,13250,145000,13250,13250,13250,1
26,20211230.1448,13200,144800,13250,13200,13250,4
27,20211230.1447,13250,144700,13250,13250,13250,80
28,20211230.1446,13200,144600,13250,13200,13250,544
29,20211230.1442,13250,144200,13250,13250,13250,2
30,20211230.144,13250,144000,13250,13250,13250,420
31,20211230.1437,13250,143700,13250,13250,13250,2
32,20211230.1436,13250,143600,13250,13200,13250,120
33,20211230.1435,13250,143500,13250,13250,13250,16
34,20211230.1434,13250,143400,13250,13250,13250,23
35,20211230.1431,13250,143100,13250,13250,13250,1
36,20211230.1427,13250,142700,13250,13250,13250,1
37,20211230.1425,13250,142500,13250,13250,13250,2
38,20211230.1421,13250,142100,13250,13200,13250,20
39,20211230.1417,13250,141700,13250,13250,13250,1
40,20211230.1416,13250,141600,13250,13250,13250,100
41,20211230.1415,13250,141500,13250,13250,13250,1
42,20211230.1414,13250,141400,13250,13250,13250,2
43,20211230.1412,13250,141200,13250,13250,13250,1
44,20211230.1411,13250,141100,13250,13250,13250,1
45,20211230.141,13250,141000,13250,13250,13250,1
46,20211230.1409,13250,140900,13250,13250,13250,1
47,20211230.1408,13250,140800,13250,13250,13250,15
48,20211230.1407,13200,140700,13250,13200,13250,69
49,20211230.1406,13200,140600,13200,13200,13200,6
50,20211230.1405,13200,140500,13200,13200,13200,3003
51,20211230.1404,13200,140400,13200,13200,13200,2
52,20211230.14,13200,140000,13200,13200,13200,1
53,20211230.1359,13200,135900,13200,13200,13200,2
54,20211230.1356,13200,135600,13200,13200,13200,4
55,20211230.1355,13150,135500,13200,13150,13200,925
56,20211230.1354,13150,135400,13150,13150,13150,378
57,20211230.1353,13200,135300,13200,13200,13200,21
58,20211230.1352,13200,135200,13200,13150,13200,307
59,20211230.135,13200,135000,13200,13200,13200,3
