,date,open,time,high,low,close,volume
0,20211230.153,13750,153000,13750,13750,13750,252
1,20211230.1518,13750,151800,13750,13750,13750,1
2,20211230.1517,13700,151700,13750,13700,13750,205
3,20211230.1515,13750,151500,13750,13750,13750,1
4,20211230.1514,13700,151400,13700,13700,13700,2700
5,20211230.1513,13700,151300,13700,13700,13700,1
6,20211230.1509,13750,150900,13750,13750,13750,1
7,20211230.1508,13750,150800,13750,13750,13750,1
8,20211230.1505,13750,150500,13750,13750,13750,1
9,20211230.1502,13750,150200,13750,13750,13750,1
10,20211230.1501,13750,150100,13750,13750,13750,2
11,20211230.1457,13750,145700,13750,13750,13750,1
12,20211230.1455,13750,145500,13750,13750,13750,1
13,20211230.1453,13750,145300,13750,13700,13700,61
14,20211230.1449,13750,144900,13750,13700,13750,17
15,20211230.1445,13750,144500,13750,13750,13750,2
16,20211230.1443,13750,144300,13750,13750,13750,1
17,20211230.1441,13750,144100,13750,13750,13750,1
18,20211230.1437,13750,143700,13750,13750,13750,1
19,20211230.1433,13750,143300,13750,13750,13750,3
20,20211230.1429,13750,142900,13750,13750,13750,1
21,20211230.1426,13750,142600,13750,13750,13750,1
22,20211230.1425,13750,142500,13750,13750,13750,2
23,20211230.1423,13750,142300,13750,13750,13750,186
24,20211230.1421,13800,142100,13800,13800,13800,1
25,20211230.142,13800,142000,13800,13800,13800,1
26,20211230.1419,13800,141900,13800,13800,13800,1
27,20211230.1418,13750,141800,13750,13750,13750,1004
28,20211230.1417,13800,141700,13800,13800,13800,2
29,20211230.1414,13800,141400,13800,13800,13800,1
30,20211230.1413,13800,141300,13800,13800,13800,1
31,20211230.1412,13750,141200,13750,13750,13750,238
32,20211230.1409,13750,140900,13750,13750,13750,9
33,20211230.1407,13750,140700,13750,13750,13750,1
34,20211230.1405,13750,140500,13750,13750,13750,2
35,20211230.1401,13750,140100,13750,13750,13750,2
36,20211230.14,13750,140000,13750,13750,13750,6
37,20211230.1358,13750,135800,13750,13750,13750,1
38,20211230.1356,13750,135600,13750,13750,13750,1
39,20211230.1352,13750,135200,13750,13750,13750,1
40,20211230.1351,13750,135100,13750,13750,13750,1
41,20211230.1348,13750,134800,13750,13750,13750,2
42,20211230.1345,13750,134500,13750,13750,13750,1
43,20211230.1344,13750,134400,13750,13750,13750,1
44,20211230.134,13750,134000,13750,13750,13750,1
45,20211230.1338,13750,133800,13750,13750,13750,1
46,20211230.1336,13750,133600,13750,13750,13750,2
47,20211230.1334,13700,133400,13700,13700,13700,3
