,date,time,open,high,low,close,volume
0,20220103,153000,22750,22750,22750,22750,1
1,20220103,150000,22700,22700,22700,22700,103
2,20220103,133000,22700,22700,22700,22700,1
3,20220103,130000,22850,22850,22850,22850,2
4,20220103,123000,22850,22850,22850,22850,18
5,20220103,110000,22850,22850,22850,22850,151
6,20220103,103000,22500,22500,22500,22500,100
7,20220103,100000,22850,22850,22850,22850,1
8,20211230,153000,22850,22850,22850,22850,20
9,20211230,140000,23000,23000,23000,23000,9
10,20211230,133000,23000,23000,23000,23000,120
11,20211230,130000,22950,22950,22950,22950,6
12,20211230,123000,22950,22950,22950,22950,20
13,20211230,120000,22950,22950,22950,22950,135
14,20211230,113000,22950,22950,22950,22950,1
15,20211230,110000,23000,23000,23000,23000,16
16,20211230,103000,23200,23200,23200,23200,1
17,20211230,100000,23250,23250,23250,23250,2
18,20211230,93000,23450,23450,23450,23450,83
19,20211230,90000,23450,23450,23450,23450,6
20,20211229,153000,23000,23000,23000,23000,7
21,20211229,150000,22850,22850,22850,22850,7
22,20211229,143000,22950,22950,22950,22950,5
23,20211229,140000,23000,23000,23000,23000,10
24,20211229,133000,22850,22850,22850,22850,40
25,20211229,130000,22750,22750,22750,22750,10
26,20211229,113000,22750,22750,22750,22750,10
27,20211229,110000,23000,23000,23000,23000,5
28,20211229,103000,22700,22700,22700,22700,1
29,20211229,100000,22750,22750,22750,22750,1
30,20211229,93000,23000,23000,23000,23000,15
31,20211229,90000,23000,23000,23000,23000,5
32,20211228,153000,22900,22900,22900,22900,61
33,20211228,143000,22900,22900,22900,22900,5
34,20211228,140000,22900,22900,22900,22900,200
35,20211228,133000,23000,23000,23000,23000,300
36,20211228,130000,22700,22700,22700,22700,1
37,20211228,123000,23000,23000,23000,23000,22
38,20211228,113000,23000,23000,23000,23000,173
39,20211228,110000,23000,23000,23000,23000,250
40,20211228,103000,23000,23000,23000,23000,272
41,20211228,100000,23000,23000,23000,23000,387
42,20211228,93000,23000,23000,23000,23000,10
43,20211228,90000,23000,23000,23000,23000,10
44,20211227,153000,23000,23000,23000,23000,492
45,20211227,150000,22700,22700,22700,22700,42
46,20211227,143000,22700,22700,22700,22700,65
47,20211227,140000,22700,22700,22700,22700,43
48,20211227,133000,22600,22600,22600,22600,19
49,20211227,130000,22600,22600,22600,22600,10
50,20211227,120000,22750,22750,22750,22750,1
51,20211227,113000,22800,22800,22800,22800,1
52,20211227,110000,22550,22550,22550,22550,5
53,20211227,103000,22450,22450,22450,22450,10
54,20211227,100000,22950,22950,22950,22950,36
55,20211227,93000,23000,23000,23000,23000,6
56,20211224,153000,22350,22350,22350,22350,57
57,20211224,150000,22300,22300,22300,22300,201
58,20211224,143000,22300,22300,22300,22300,97
59,20211224,140000,22300,22300,22300,22300,335
60,20211224,133000,22300,22300,22300,22300,337
61,20211224,130000,22300,22300,22300,22300,207
62,20211224,120000,22100,22100,22100,22100,182
63,20211224,113000,22100,22100,22100,22100,44
64,20211224,110000,22050,22050,22050,22050,5
65,20211224,103000,22000,22000,22000,22000,632
66,20211224,100000,22000,22000,22000,22000,1499
67,20211224,93000,22000,22000,22000,22000,114
68,20211223,153000,22250,22250,22250,22250,62
69,20211223,150000,22250,22250,22250,22250,5
