,date,time,open,high,low,close,volume
0,20211230,153000,12200,12200,12200,12200,698
1,20211230,151900,12250,12250,12250,12250,6
2,20211230,151800,12250,12250,12250,12250,3
3,20211230,151700,12250,12250,12250,12250,4
4,20211230,151500,12250,12250,12250,12250,10
5,20211230,151300,12250,12250,12250,12250,11
6,20211230,151200,12250,12250,12250,12250,21
7,20211230,151100,12250,12250,12250,12250,9
8,20211230,151000,12200,12250,12200,12250,25
9,20211230,150900,12250,12250,12250,12250,14
10,20211230,150800,12250,12250,12250,12250,160
11,20211230,150700,12250,12250,12250,12250,9
12,20211230,150600,12250,12250,12200,12250,1299
13,20211230,150500,12250,12250,12250,12250,9
14,20211230,150400,12250,12250,12250,12250,204
15,20211230,150300,12250,12250,12250,12250,9
16,20211230,150200,12250,12250,12200,12200,30
17,20211230,150100,12250,12250,12250,12250,14
18,20211230,150000,12250,12250,12250,12250,5
19,20211230,145900,12250,12250,12200,12250,32
20,20211230,145800,12250,12250,12250,12250,9
21,20211230,145700,12250,12250,12250,12250,13
22,20211230,145600,12250,12250,12250,12250,4
23,20211230,145500,12250,12250,12200,12250,31
24,20211230,145400,12250,12250,12250,12250,18
25,20211230,145300,12250,12250,12250,12250,9
26,20211230,145200,12200,12250,12200,12250,33
27,20211230,145100,12250,12250,12250,12250,4
28,20211230,145000,12250,12250,12250,12250,109
29,20211230,144900,12250,12250,12250,12250,13
30,20211230,144800,12250,12250,12200,12250,30
31,20211230,144700,12250,12250,12250,12250,8
32,20211230,144600,12250,12250,12250,12250,7
33,20211230,144500,12200,12250,12200,12250,22
34,20211230,144400,12250,12250,12200,12200,26
35,20211230,144300,12250,12250,12250,12250,10
36,20211230,144200,12250,12250,12250,12250,9
37,20211230,144100,12250,12250,12200,12200,29
38,20211230,144000,12250,12250,12250,12250,9
39,20211230,143900,12250,12250,12250,12250,10
40,20211230,143800,12200,12250,12200,12250,16
41,20211230,143700,12250,12250,12200,12200,23
42,20211230,143600,12250,12250,12250,12250,10
43,20211230,143500,12250,12250,12250,12250,9
44,20211230,143400,12250,12250,12200,12200,30
45,20211230,143300,12250,12250,12250,12250,15
46,20211230,143200,12250,12250,12250,12250,9
47,20211230,143100,12200,12250,12200,12250,13
48,20211230,143000,12250,12250,12200,12250,24
49,20211230,142900,12250,12250,12250,12250,14
50,20211230,142800,12250,12250,12250,12250,9
51,20211230,142700,12200,12250,12200,12250,11
52,20211230,142600,12250,12250,12200,12250,25
53,20211230,142500,12250,12250,12250,12250,12
54,20211230,142400,12250,12250,12250,12250,8
55,20211230,142300,12200,12250,12200,12200,26
56,20211230,142200,12250,12250,12250,12250,9
57,20211230,142100,12250,12250,12250,12250,12
58,20211230,142000,12250,12250,12200,12250,19
59,20211230,141900,12250,12250,12200,12200,24
60,20211230,141800,12250,12250,12250,12250,4
61,20211230,141700,12250,12250,12250,12250,14
62,20211230,141600,12200,12250,12200,12200,29
63,20211230,141500,12250,12250,12250,12250,10
64,20211230,141400,12250,12250,12250,12250,11
65,20211230,141300,12250,12250,12200,12200,17
66,20211230,141200,12200,12250,12200,12250,19
67,20211230,141000,12250,12250,12250,12250,1
68,20211230,140900,12250,12250,12200,12200,110
69,20211230,140800,12200,12200,12200,12200,14
70,20211230,140700,12250,12250,12250,12250,2
71,20211230,140600,12200,12250,12200,12250,9
72,20211230,140500,12250,12250,12200,12200,406
73,20211230,140400,12250,12250,12250,12250,1
74,20211230,140200,12200,12200,12200,12200,7
75,20211230,140100,12250,12250,12200,12200,19
76,20211230,135900,12200,12200,12200,12200,7
77,20211230,135800,12250,12250,12200,12200,15
78,20211230,135600,12250,12250,12250,12250,5
79,20211230,135500,12200,12200,12200,12200,7
80,20211230,135400,12200,12250,12200,12250,16
81,20211230,135200,12200,12250,12200,12250,11
82,20211230,135100,12200,12250,12200,12250,15
83,20211230,134800,12250,12250,12200,12250,28
84,20211230,134700,12200,12200,12200,12200,544
