,date,time,open,high,low,close,volume
0,20211230,153000,23800,23800,23800,23800,117
1,20211230,151900,23800,23800,23800,23800,77
2,20211230,151800,23800,23800,23800,23800,5
3,20211230,151600,23700,23750,23700,23750,66
4,20211230,151500,23800,23800,23800,23800,77
5,20211230,151300,23800,23800,23800,23800,2
6,20211230,151100,23750,23800,23750,23800,77
7,20211230,150800,23700,23750,23700,23750,157
8,20211230,150200,23750,23750,23750,23750,5
9,20211230,150000,23750,23750,23750,23750,5
10,20211230,145800,23700,23700,23700,23700,51
11,20211230,145500,23700,23700,23700,23700,6
12,20211230,145300,23700,23700,23700,23700,150
13,20211230,144900,23750,23750,23750,23750,5
14,20211230,144800,23750,23750,23750,23750,20
15,20211230,144600,23800,23800,23800,23800,5
16,20211230,144500,23750,23750,23750,23750,20
17,20211230,144400,23750,23750,23750,23750,20
18,20211230,144200,23750,23750,23750,23750,1
19,20211230,143300,23800,23800,23800,23800,1
20,20211230,143100,23800,23800,23800,23800,3
21,20211230,142900,23700,23700,23700,23700,19
22,20211230,141700,23700,23700,23700,23700,69
23,20211230,141600,23700,23700,23700,23700,3
24,20211230,140700,23700,23700,23700,23700,140
25,20211230,134700,23700,23700,23700,23700,99
26,20211230,134200,23700,23700,23700,23700,80
27,20211230,133100,23700,23700,23700,23700,4
28,20211230,132900,23700,23700,23700,23700,6
29,20211230,132500,23800,23800,23800,23800,1
30,20211230,132100,23700,23700,23700,23700,2
31,20211230,130200,23700,23700,23700,23700,36
32,20211230,125900,23750,23750,23750,23750,1
33,20211230,124500,23750,23800,23750,23800,6
34,20211230,124100,23750,23750,23750,23750,5
35,20211230,123900,23750,23800,23750,23750,3
36,20211230,123400,23750,23750,23700,23750,64
37,20211230,122600,23700,23700,23700,23700,10
38,20211230,122100,23700,23700,23700,23700,50
39,20211230,121900,23750,23750,23750,23750,30
40,20211230,121600,23750,23750,23750,23750,7
41,20211230,121500,23750,23750,23750,23750,2
42,20211230,121300,23750,23750,23750,23750,5
43,20211230,115900,23750,23750,23750,23750,2
44,20211230,115200,23700,23700,23700,23700,25
45,20211230,114500,23700,23700,23700,23700,72
46,20211230,113400,23700,23700,23700,23700,10
47,20211230,113200,23700,23700,23700,23700,2
48,20211230,113000,23700,23700,23700,23700,2
49,20211230,112500,23700,23700,23650,23650,73
50,20211230,112300,23700,23700,23700,23700,180
51,20211230,112000,23750,23750,23750,23750,1
52,20211230,111400,23750,23750,23700,23700,175
53,20211230,110800,23750,23750,23750,23750,20
54,20211230,110000,23750,23750,23750,23750,30
55,20211230,105600,23800,23800,23800,23800,1
56,20211230,105500,23800,23800,23800,23800,1
57,20211230,105400,23800,23800,23800,23800,1
58,20211230,104200,23800,23800,23800,23800,2
59,20211230,103300,23800,23800,23800,23800,19
60,20211230,102600,23750,23750,23750,23750,1
61,20211230,102500,23750,23750,23750,23750,8
62,20211230,102400,23750,23750,23750,23750,23
63,20211230,102000,23750,23750,23750,23750,4
64,20211230,101500,23750,23750,23750,23750,10
65,20211230,100900,23800,23800,23800,23800,1
66,20211230,100600,23800,23800,23800,23800,1
67,20211230,100000,23850,23850,23850,23850,5
